,d_hand,d_final_hand,p_hand,p_final_hand,strategy,split,num_decks,soft_17,d_open,d_initial,d_final,d_hit,d_bust,p_initial,p_final,p_hit,p_bust,p_win
274,"6,10","6,10,3","5,5","5,5,Q",0,1,4,1,6,16,19,1,0,10,20,1,0,1
275,"6,10","6,10,3","5,A","5,A,2",0,1,4,1,6,16,19,1,0,16,18,1,0,0
276,"A,Q","A,Q","8,9","8,9",0,0,4,1,1,21,21,0,0,17,17,0,0,0
277,"9,6","9,6","A,J","A,J",1,0,4,1,9,15,15,0,0,21,21,0,0,1
278,"Q,3","Q,3,7","6,4","6,4,6,5",0,0,4,1,10,13,20,1,0,10,21,1,0,1
279,"2,10","2,10,J","Q,7","Q,7",0,0,4,0,2,12,22,1,1,17,17,0,0,1
280,"10,5","10,5,A,6","8,2","8,2,10",1,1,4,0,10,15,22,1,1,10,20,1,0,1
281,"10,5","10,5,A,6","8,Q","8,Q",1,1,4,0,10,15,22,1,1,18,18,0,0,1
282,"2,8","2,8","9,3","9,3,Q",1,0,4,0,2,10,10,0,0,12,22,1,1,0
283,"9,6","9,6,10","7,6","7,6",1,0,4,1,9,15,25,1,1,13,13,0,0,1
284,"3,7","3,7,6,K","10,2","10,2,7",1,0,4,1,3,10,26,1,1,12,19,1,0,1
285,"J,9","J,9","2,9","2,9,7,10",0,0,4,1,10,19,19,0,0,11,28,1,1,0
286,"2,4","2,4","6,3","6,3,9,J",1,0,4,1,2,6,6,0,0,9,28,1,1,0
287,"5,Q","5,Q,2","3,6","3,6,10",1,0,4,1,5,15,17,1,0,9,19,1,0,1
288,"K,4","K,4,J","10,Q","10,Q",0,0,4,0,10,14,24,1,1,20,20,0,0,1
289,"10,9","10,9","4,Q","4,Q,10",0,0,4,1,10,19,19,0,0,14,24,1,1,0
290,"K,9","K,9","J,K","J,K",1,0,4,1,10,19,19,0,0,20,20,0,0,1
291,"7,4","7,4,4,4","4,8","4,8,7",0,0,4,0,7,11,19,1,0,12,19,1,0,0
292,"J,Q","J,Q","9,4","9,4",1,0,4,1,10,20,20,0,0,13,13,0,0,0
293,"3,J","3,J,K","4,4","4,4,A",1,0,4,0,3,13,23,1,1,8,19,1,0,1
294,"J,2","J,2,2,4","10,7","10,7",1,0,4,0,10,12,18,1,0,17,17,0,0,0
295,"6,9","6,9,3","3,9","3,9,8",1,0,4,1,6,15,18,1,0,12,20,1,0,1
296,"7,5","7,5,7","A,9","A,9",0,0,4,0,7,12,19,1,0,20,20,0,0,1
297,"3,9","3,9,Q","J,J","J,J",1,0,4,0,3,12,22,1,1,20,20,0,0,1
298,"6,3","6,3,8","K,2","K,2,9",1,0,4,1,6,9,17,1,0,12,21,1,0,1
299,"K,J","K,J","2,3","2,3,6,Q",0,0,4,1,10,20,20,0,0,5,21,1,0,1
300,"10,2","10,2,Q","9,A","9,A",1,0,4,0,10,12,22,1,1,20,20,0,0,1
301,"9,4","9,4,8","A,8","A,8",0,0,4,1,9,13,21,1,0,19,19,0,0,0
302,"5,10","5,10,9","4,8","4,8",0,0,4,1,5,15,24,1,1,12,12,0,0,1
303,"10,8","10,8","9,3","9,3",1,0,4,0,10,18,18,0,0,12,12,0,0,0
304,"3,10","3,10","8,K","8,K,K",1,0,4,1,3,13,13,0,0,18,28,1,1,0
305,"5,7","5,7,2,9","K,3","K,3",0,0,4,1,5,12,23,1,1,13,13,0,0,1
306,"Q,9","Q,9","6,3","6,3,K",0,0,4,0,10,19,19,0,0,9,19,1,0,0
307,"A,5","A,5,10,2","4,5","4,5,3",0,0,4,1,1,16,18,1,0,9,12,1,0,0
308,"J,Q","J,Q","9,K","9,K",1,0,4,1,10,20,20,0,0,19,19,0,0,0
309,"5,4","5,4","9,4","9,4,J",1,0,4,0,5,9,9,0,0,13,23,1,1,0
310,"9,6","9,6,7","3,9","3,9",0,0,4,0,9,15,22,1,1,12,12,0,0,1
311,"10,Q","10,Q","6,4","6,4,2",0,0,4,0,10,20,20,0,0,10,12,1,0,0
312,"8,7","8,7,J","A,8","A,8",0,0,4,1,8,15,25,1,1,19,19,0,0,1
313,"4,8","4,8","4,9","4,9,10",0,1,4,1,4,12,12,0,0,13,23,1,1,0
314,"4,8","4,8,A,A,K","4,6","4,6,8",0,1,4,1,4,12,24,1,1,10,18,1,0,1
315,"10,8","10,8","A,4","A,4",1,0,4,0,10,18,18,0,0,15,15,0,0,0
316,"2,5","2,5","4,9","4,9,K",1,0,4,1,2,7,7,0,0,13,23,1,1,0
317,"7,8","7,8","10,6","10,6,7",0,0,4,1,7,15,15,0,0,16,23,1,1,0
318,"4,9","4,9","3,5","3,5,4,K",0,0,4,1,4,13,13,0,0,8,22,1,1,0
319,"J,4","J,4,6","2,J","2,J",0,0,4,0,10,14,20,1,0,12,12,0,0,0
320,"6,8","6,8,A,2","2,10","2,10",0,0,4,0,6,14,17,1,0,12,12,0,0,0
321,"J,K","J,K","3,Q","3,Q",0,0,4,1,10,20,20,0,0,13,13,0,0,0
322,"9,10","9,10","J,10","J,10",0,0,4,0,9,19,19,0,0,20,20,0,0,1
323,"8,9","8,9","10,K","10,K",0,0,4,1,8,17,17,0,0,20,20,0,0,1
324,"Q,6","Q,6,K","2,5","2,5,3,4",1,0,4,0,10,16,26,1,1,7,14,1,0,1
325,"6,8","6,8,Q","2,4","2,4,3,J",0,0,4,0,6,14,24,1,1,6,19,1,0,1
326,"A,J","A,J","6,K","6,K",0,0,4,0,1,21,21,0,0,16,16,0,0,0
327,"Q,A","Q,A","J,A","J,A",0,0,4,1,10,21,21,0,0,21,21,0,0,0
328,"4,5","4,5","4,7","4,7,4,8",0,0,4,0,4,9,9,0,0,11,23,1,1,0
329,"K,8","K,8","J,K","J,K",0,0,4,0,10,18,18,0,0,20,20,0,0,1
330,"5,J","5,J,6","K,J","K,J",1,0,4,1,5,15,21,1,0,20,20,0,0,0
331,"7,5","7,5","6,10","6,10,Q",0,0,4,1,7,12,12,0,0,16,26,1,1,0
332,"3,Q","3,Q,3,4","5,2","5,2,2,J",0,0,4,0,3,13,20,1,0,7,19,1,0,0
333,"5,10","5,10,K","6,7","6,7,7",1,0,4,1,5,15,25,1,1,13,20,1,0,1
334,"5,J","5,J,9","A,8","A,8",1,0,4,0,5,15,24,1,1,19,19,0,0,1
335,"7,4","7,4,K","10,10","10,10",1,0,4,1,7,11,21,1,0,20,20,0,0,0
336,"7,5","7,5,2,2,10","3,Q","3,Q",0,0,4,1,7,12,26,1,1,13,13,0,0,1
337,"A,2","A,2","3,6","3,6,8,Q",1,0,4,1,1,13,13,0,0,9,27,1,1,0
338,"A,Q","A,Q","7,5","7,5",1,0,4,0,1,21,21,0,0,12,12,0,0,0
339,"8,4","8,4,10","6,9","6,9",1,0,4,1,8,12,22,1,1,15,15,0,0,1
340,"4,4","4,4,2,6,6","2,A","2,A,6",0,0,4,1,4,8,22,1,1,13,19,1,0,1
341,"5,A","5,A,8,K","10,Q","10,Q",1,0,4,1,5,16,24,1,1,20,20,0,0,1
342,"3,8","3,8,K","5,8","5,8",0,0,4,0,3,11,21,1,0,13,13,0,0,0
343,"2,6","2,6","J,8","J,8,Q",0,0,4,0,2,8,8,0,0,18,28,1,1,0
344,"10,J","10,J","2,6","2,6,8",1,0,4,0,10,20,20,0,0,8,16,1,0,0
345,"7,2","7,2,J","6,9","6,9",0,0,4,0,7,9,19,1,0,15,15,0,0,0
346,"8,Q","8,Q","4,Q","4,Q",1,0,4,1,8,18,18,0,0,14,14,0,0,0
347,"6,A","6,A","6,10","6,10,J",0,0,4,1,6,17,17,0,0,16,26,1,1,0
348,"4,10","4,10,J","K,10","K,10",1,0,4,0,4,14,24,1,1,20,20,0,0,1
349,"J,7","J,7","A,9","A,9",0,0,4,0,10,17,17,0,0,20,20,0,0,1
350,"K,Q","K,Q","A,A","A,A",0,0,4,0,10,20,20,0,0,12,12,0,0,0
351,"K,Q","K,Q","A,6","A,6",1,0,4,1,10,20,20,0,0,17,17,0,0,0
352,"Q,7","Q,7","2,9","2,9,2",1,0,4,1,10,17,17,0,0,11,13,1,0,0
353,"8,7","8,7,A,9","7,2","7,2,2,K",1,0,4,1,8,15,25,1,1,9,21,1,0,1
354,"10,9","10,9","9,10","9,10",1,0,4,1,10,19,19,0,0,19,19,0,0,0
355,"7,4","7,4","3,5","3,5,10,K",0,0,4,1,7,11,11,0,0,8,28,1,1,0
356,"5,8","5,8,2,9","J,J","J,J",1,0,4,0,5,13,24,1,1,20,20,0,0,1
357,"Q,K","Q,K","10,10","10,10",1,0,4,0,10,20,20,0,0,20,20,0,0,0
358,"K,K","K,K","9,8","9,8,2",0,0,4,1,10,20,20,0,0,17,19,1,0,0
359,"8,9","8,9","3,J","3,J",0,0,4,1,8,17,17,0,0,13,13,0,0,0
360,"K,J","K,J","5,A","5,A",1,0,4,1,10,20,20,0,0,16,16,0,0,0
361,"8,4","8,4,Q","J,5","J,5",0,0,4,0,8,12,22,1,1,15,15,0,0,1
362,"9,J","9,J","Q,2","Q,2",1,0,4,0,9,19,19,0,0,12,12,0,0,0
363,"2,Q","2,Q,9","10,Q","10,Q",0,0,4,0,2,12,21,1,0,20,20,0,0,0
364,"5,7","5,7","7,J","7,J,7",1,0,4,1,5,12,12,0,0,17,24,1,1,0
365,"9,4","9,4","8,3","8,3,3,A,9",0,0,4,1,9,13,13,0,0,11,24,1,1,0
366,"5,A","5,A,K,2","3,10","3,10",0,0,4,1,5,16,18,1,0,13,13,0,0,0
367,"7,10","7,10","10,6","10,6",0,0,4,0,7,17,17,0,0,16,16,0,0,0
368,"8,K","8,K","6,7","6,7",1,0,4,1,8,18,18,0,0,13,13,0,0,0
369,"Q,7","Q,7","7,2","7,2,8",1,0,4,0,10,17,17,0,0,9,17,1,0,0
370,"2,5","2,5","9,4","9,4,3,2,Q",0,0,4,1,2,7,7,0,0,13,28,1,1,0
371,"3,10","3,10,5","2,4","2,4,A",0,0,4,1,3,13,18,1,0,6,17,1,0,0
372,"6,Q","6,Q,10","9,8","9,8,2",1,0,4,0,6,16,26,1,1,17,19,1,0,1
373,"5,3","5,3","Q,3","Q,3,10",0,0,4,0,5,8,8,0,0,13,23,1,1,0
374,"3,10","3,10","3,K","3,K,K",1,0,4,1,3,13,13,0,0,13,23,1,1,0
375,"Q,9","Q,9","10,10","10,10",1,0,4,1,10,19,19,0,0,20,20,0,0,1
376,"8,10","8,10","Q,10","Q,10",1,0,4,1,8,18,18,0,0,20,20,0,0,1
377,"6,9","6,9,7","9,4","9,4,6",1,0,4,1,6,15,22,1,1,13,19,1,0,1
378,"K,7","K,7","2,10","2,10",1,0,4,1,10,17,17,0,0,12,12,0,0,0
379,"5,5","5,5,Q","9,4","9,4",0,0,4,0,5,10,20,1,0,13,13,0,0,0
380,"6,2","6,2,7,Q","2,8","2,8,9",1,0,4,1,6,8,25,1,1,10,19,1,0,1
381,"K,Q","K,Q","2,K","2,K",1,0,4,1,10,20,20,0,0,12,12,0,0,0
382,"Q,4","Q,4,Q","Q,K","Q,K",1,0,4,1,10,14,24,1,1,20,20,0,0,1
383,"A,Q","A,Q","A,6","A,6",0,0,4,0,1,21,21,0,0,17,17,0,0,0
384,"5,9","5,9","9,2","9,2,A,10",1,0,4,0,5,14,14,0,0,11,22,1,1,0
385,"2,A","2,A","9,7","9,7,10",0,0,4,1,2,13,13,0,0,16,26,1,1,0
386,"6,4","6,4,8","10,10","10,10",0,0,4,1,6,10,18,1,0,20,20,0,0,1
387,"Q,9","Q,9","A,3","A,3",0,0,4,0,10,19,19,0,0,14,14,0,0,0
388,"10,J","10,J","K,J","K,J",1,0,4,1,10,20,20,0,0,20,20,0,0,0
389,"Q,A","Q,A","2,9","2,9",1,0,4,0,10,21,21,0,0,11,11,0,0,0
390,"A,2","A,2,Q,2,2","5,K","5,K",0,0,4,0,1,13,17,1,0,15,15,0,0,0
391,"2,10","2,10,8","5,10","5,10",0,0,4,0,2,12,20,1,0,15,15,0,0,0
392,"8,4","8,4,6","9,9","9,9",1,0,4,0,8,12,18,1,0,18,18,0,0,0
393,"A,6","A,6,10","J,6","J,6",0,0,4,1,1,17,17,0,0,16,16,0,0,0
394,"7,8","7,8,Q","4,J","4,J",1,0,4,0,7,15,25,1,1,14,14,0,0,1
395,"A,2","A,2,8","2,9","2,9,8",0,0,4,0,1,13,21,1,0,11,19,1,0,0
396,"8,8","8,8,4","9,9","9,9",1,0,4,0,8,16,20,1,0,18,18,0,0,0
397,"J,K","J,K","2,10","2,10",1,0,4,1,10,20,20,0,0,12,12,0,0,0
398,"K,5","K,5,10","10,2","10,2",0,0,4,0,10,15,25,1,1,12,12,0,0,1
399,"3,3","3,3","A,K","A,K",1,0,4,0,3,6,6,0,0,21,21,0,0,1
400,"6,9","6,9,8","A,5","A,5,J",0,0,4,0,6,15,23,1,1,16,16,0,0,1
401,"J,A","J,A","K,6","K,6",1,0,4,1,10,21,21,0,0,16,16,0,0,0
402,"2,10","2,10","9,8","9,8,7",1,0,4,0,2,12,12,0,0,17,24,1,1,0
403,"9,K","9,K","K,A","K,A",1,0,4,0,9,19,19,0,0,21,21,0,0,1
404,"5,3","5,3","J,6","J,6,J",1,0,4,1,5,8,8,0,0,16,26,1,1,0
405,"5,10","5,10,K","5,A","5,A",0,0,4,0,5,15,25,1,1,16,16,0,0,1
406,"J,8","J,8","A,Q","A,Q",0,0,4,0,10,18,18,0,0,21,21,0,0,1
407,"6,4","6,4,J","Q,9","Q,9",0,0,4,0,6,10,20,1,0,19,19,0,0,0
408,"Q,5","Q,5,6","4,K","4,K",1,0,4,1,10,15,21,1,0,14,14,0,0,0
409,"9,3","9,3,4,10","8,5","8,5",1,1,4,0,9,12,26,1,1,13,13,0,0,1
410,"9,3","9,3,4,10","8,7","8,7",1,1,4,0,9,12,26,1,1,15,15,0,0,1
411,"9,6","9,6","8,4","8,4,J",0,0,4,1,9,15,15,0,0,12,22,1,1,0
412,"6,8","6,8,10","3,10","3,10",0,0,4,1,6,14,24,1,1,13,13,0,0,1
413,"5,A","5,A","5,10","5,10,8",1,0,4,1,5,16,16,0,0,15,23,1,1,0
414,"4,10","4,10,3","4,9","4,9,7",1,0,4,1,4,14,17,1,0,13,20,1,0,1
415,"8,Q","8,Q","J,4","J,4",0,0,4,0,8,18,18,0,0,14,14,0,0,0
416,"K,5","K,5,Q","5,7","5,7",0,0,4,1,10,15,25,1,1,12,12,0,0,1
417,"3,Q","3,Q","6,Q","6,Q,A,Q",1,0,4,1,3,13,13,0,0,16,27,1,1,0
418,"2,7","2,7,J","5,4","5,4,6,3",0,0,4,1,2,9,19,1,0,9,18,1,0,0
419,"K,J","K,J","3,A","3,A",1,0,4,0,10,20,20,0,0,14,14,0,0,0
420,"6,5","6,5,7","K,Q","K,Q",0,0,4,1,6,11,18,1,0,20,20,0,0,1
421,"5,Q","5,Q,10","10,7","10,7",0,0,4,0,5,15,25,1,1,17,17,0,0,1
422,"J,A","J,A","10,7","10,7",1,0,4,0,10,21,21,0,0,17,17,0,0,0
423,"10,9","10,9","J,5","J,5",1,0,4,0,10,19,19,0,0,15,15,0,0,0
424,"7,A","7,A","8,A","8,A",0,0,4,0,7,18,18,0,0,19,19,0,0,1
425,"8,Q","8,Q","4,6","4,6,J",1,0,4,1,8,18,18,0,0,10,20,1,0,1
426,"7,2","7,2,8","J,2","J,2",0,0,4,1,7,9,17,1,0,12,12,0,0,0
427,"10,5","10,5","Q,A","Q,A",0,0,4,1,10,15,15,0,0,21,21,0,0,1
428,"A,Q","A,Q","3,A","3,A",0,0,4,1,1,21,21,0,0,14,14,0,0,0
429,"J,K","J,K","A,Q","A,Q",1,0,4,0,10,20,20,0,0,21,21,0,0,1
430,"8,Q","8,Q","9,K","9,K",1,0,4,1,8,18,18,0,0,19,19,0,0,1
431,"7,A","7,A","10,9","10,9",0,0,4,1,7,18,18,0,0,19,19,0,0,1
432,"8,K","8,K","9,5","9,5",1,0,4,0,8,18,18,0,0,14,14,0,0,0
433,"A,Q","A,Q","2,2","2,2",0,0,4,1,1,21,21,0,0,4,4,0,0,0
434,"K,2","K,2,K","4,8","4,8",1,0,4,0,10,12,22,1,1,12,12,0,0,1
435,"5,2","5,2,A","2,Q","2,Q",0,0,4,1,5,7,18,1,0,12,12,0,0,0
436,"10,7","10,7","10,4","10,4,Q",0,0,4,1,10,17,17,0,0,14,24,1,1,0
437,"J,5","J,5,7","10,K","10,K",1,0,4,0,10,15,22,1,1,20,20,0,0,1
438,"Q,5","Q,5,4","2,6","2,6,2,J",0,0,4,0,10,15,19,1,0,8,20,1,0,1
439,"2,10","2,10,5","Q,9","Q,9",0,0,4,0,2,12,17,1,0,19,19,0,0,1
440,"J,J","J,J","4,J","4,J",1,0,4,0,10,20,20,0,0,14,14,0,0,0
441,"9,8","9,8","K,J","K,J",1,0,4,1,9,17,17,0,0,20,20,0,0,1
442,"5,6","5,6,A,Q","10,10","10,10",1,0,4,1,5,11,22,1,1,20,20,0,0,1
443,"4,3","4,3,J","6,7","6,7,8",1,0,4,0,4,7,17,1,0,13,21,1,0,1
444,"6,9","6,9,7","4,7","4,7,K",0,0,4,0,6,15,22,1,1,11,21,1,0,1
445,"Q,2","Q,2,A,J","3,J","3,J",1,0,4,0,10,12,23,1,1,13,13,0,0,1
446,"9,A","9,A","2,4","2,4,J,J",0,0,4,0,9,20,20,0,0,6,26,1,1,0
447,"K,6","K,6,6","4,J","4,J",1,0,4,0,10,16,22,1,1,14,14,0,0,1
448,"K,4","K,4,2,5","7,10","7,10",1,0,4,0,10,14,21,1,0,17,17,0,0,0
449,"7,A","7,A","7,J","7,J",1,0,4,1,7,18,18,0,0,17,17,0,0,0
450,"A,J","A,J","7,7","7,7",1,0,4,0,1,21,21,0,0,14,14,0,0,0
451,"9,4","9,4,2,2","J,9","J,9",1,0,4,0,9,13,17,1,0,19,19,0,0,1
452,"9,Q","9,Q","J,9","J,9",0,0,4,0,9,19,19,0,0,19,19,0,0,0
453,"K,5","K,5,K","4,2","4,2,9",0,0,4,1,10,15,25,1,1,6,15,1,0,1
454,"Q,6","Q,6,7","2,8","2,8,7",1,0,4,0,10,16,23,1,1,10,17,1,0,1
455,"2,6","2,6","10,2","10,2,Q",1,0,4,0,2,8,8,0,0,12,22,1,1,0
456,"7,J","7,J","J,8","J,8",1,0,4,0,7,17,17,0,0,18,18,0,0,1
457,"8,J","8,J","4,Q","4,Q",1,0,4,0,8,18,18,0,0,14,14,0,0,0
458,"5,4","5,4","3,K","3,K,4,7",1,0,4,0,5,9,9,0,0,13,24,1,1,0
459,"7,6","7,6,6","5,Q","5,Q",1,0,4,0,7,13,19,1,0,15,15,0,0,0
460,"7,10","7,10","8,K","8,K,9",0,0,4,0,7,17,17,0,0,18,27,1,1,0
461,"9,3","9,3,3,4","J,7","J,7",0,0,4,1,9,12,19,1,0,17,17,0,0,0
462,"8,K","8,K","7,K","7,K",1,0,4,0,8,18,18,0,0,17,17,0,0,0
463,"J,10","J,10","10,6","10,6",0,0,4,0,10,20,20,0,0,16,16,0,0,0
464,"4,10","4,10,J","A,8","A,8",0,0,4,1,4,14,24,1,1,19,19,0,0,1
465,"Q,A","Q,A","9,5","9,5",1,0,4,1,10,21,21,0,0,14,14,0,0,0
466,"7,9","7,9,5","Q,6","Q,6",1,0,4,0,7,16,21,1,0,16,16,0,0,0
467,"J,5","J,5,8","Q,7","Q,7",0,0,4,1,10,15,23,1,1,17,17,0,0,1
468,"10,7","10,7","8,A","8,A",0,0,4,1,10,17,17,0,0,19,19,0,0,1
469,"5,2","5,2,Q","7,9","7,9",0,0,4,0,5,7,17,1,0,16,16,0,0,0
470,"J,2","J,2,10","A,4","A,4",0,0,4,0,10,12,22,1,1,15,15,0,0,1
471,"4,5","4,5,A","Q,9","Q,9",0,0,4,1,4,9,20,1,0,19,19,0,0,0
472,"A,5","A,5","A,A","A,A,K",1,0,4,0,1,16,16,0,0,12,22,1,1,0
473,"9,10","9,10","5,9","5,9",1,0,4,1,9,19,19,0,0,14,14,0,0,0
474,"K,2","K,2,Q","8,6","8,6,7",0,0,4,0,10,12,22,1,1,14,21,1,0,1
475,"K,5","K,5,3","4,J","4,J",1,0,4,1,10,15,18,1,0,14,14,0,0,0
476,"6,A","6,A","K,2","K,2,8",0,0,4,0,6,17,17,0,0,12,20,1,0,1
477,"K,9","K,9","7,8","7,8,8",0,0,4,0,10,19,19,0,0,15,23,1,1,0
478,"2,3","2,3,8,A,3","4,A","4,A",0,0,4,1,2,5,17,1,0,15,15,0,0,0
479,"8,A","8,A","10,3","10,3",0,0,4,1,8,19,19,0,0,13,13,0,0,0
480,"8,8","8,8,6","K,3","K,3",1,0,4,1,8,16,22,1,1,13,13,0,0,1
481,"A,5","A,5","K,4","K,4,3,8",1,0,4,1,1,16,16,0,0,14,25,1,1,0
482,"K,2","K,2,6","3,J","3,J",1,0,4,0,10,12,18,1,0,13,13,0,0,0
483,"9,K","9,K","10,A","10,A",0,0,4,0,9,19,19,0,0,21,21,0,0,1
484,"6,5","6,5,6","K,7","K,7",0,0,4,1,6,11,17,1,0,17,17,0,0,0
485,"J,4","J,4,4","8,A","8,A",1,0,4,0,10,14,18,1,0,19,19,0,0,1
486,"4,3","4,3,6,K","J,6","J,6",0,0,4,0,4,7,23,1,1,16,16,0,0,1
487,"Q,5","Q,5,4","7,4","7,4,8",1,0,4,1,10,15,19,1,0,11,19,1,0,0
488,"3,10","3,10,6","9,J","9,J",0,0,4,0,3,13,19,1,0,19,19,0,0,0
489,"4,A","4,A","K,2","K,2,J",1,0,4,1,4,15,15,0,0,12,22,1,1,0
490,"4,7","4,7,6","Q,10","Q,10",1,0,4,0,4,11,17,1,0,20,20,0,0,1
491,"6,J","6,J,3","3,A","3,A,8,7",0,0,4,0,6,16,19,1,0,14,19,1,0,0
492,"Q,6","Q,6,7","7,2","7,2,3,6",0,0,4,1,10,16,23,1,1,9,18,1,0,1
493,"9,6","9,6,9","2,3","2,3,7",0,0,4,1,9,15,24,1,1,5,12,1,0,1
494,"2,A","2,A","2,Q","2,Q,3,3,8",1,0,4,0,2,13,13,0,0,12,26,1,1,0
495,"A,3","A,3","8,4","8,4,A,4,8",1,0,4,0,1,14,14,0,0,12,25,1,1,0
496,"Q,8","Q,8","2,8","2,8,4,5",0,0,4,0,10,18,18,0,0,10,19,1,0,1
497,"5,Q","5,Q,8","8,3","8,3,8",0,1,4,1,5,15,23,1,1,11,19,1,0,1
498,"5,Q","5,Q,8","8,3","8,3,J",0,1,4,1,5,15,23,1,1,11,21,1,0,1
499,"7,A","7,A","3,K","3,K",1,0,4,1,7,18,18,0,0,13,13,0,0,0
500,"5,4","5,4","2,3","2,3,6,2,9",1,0,4,1,5,9,9,0,0,5,22,1,1,0
501,"6,J","6,J,2","7,A","7,A,6,5",1,0,4,1,6,16,18,1,0,18,19,1,0,1
502,"4,A","4,A,3","J,6","J,6,5",1,0,4,1,4,15,18,1,0,16,21,1,0,1
503,"4,2","4,2","10,8","10,8,4",1,0,4,0,4,6,6,0,0,18,22,1,1,0
504,"4,J","4,J","9,3","9,3,A,Q",1,0,4,0,4,14,14,0,0,12,23,1,1,0
505,"6,10","6,10,2","8,A","8,A",0,0,4,1,6,16,18,1,0,19,19,0,0,1
506,"4,3","4,3,K","4,6","4,6,10",1,0,4,1,4,7,17,1,0,10,20,1,0,1
507,"K,2","K,2,10","2,Q","2,Q",1,0,4,0,10,12,22,1,1,12,12,0,0,1
508,"4,Q","4,Q,5","9,Q","9,Q",1,0,4,1,4,14,19,1,0,19,19,0,0,0
509,"A,Q","A,Q","4,A","4,A",1,0,4,0,1,21,21,0,0,15,15,0,0,0
510,"7,4","7,4,6","10,Q","10,Q",1,0,4,0,7,11,17,1,0,20,20,0,0,1
511,"K,10","K,10","10,J","10,J",0,0,4,0,10,20,20,0,0,20,20,0,0,0
512,"4,6","4,6","A,K","A,K",0,0,4,0,4,10,10,0,0,21,21,0,0,1
513,"10,A","10,A","4,Q","4,Q",1,0,4,0,10,21,21,0,0,14,14,0,0,0
514,"5,Q","5,Q,10","Q,K","Q,K",1,0,4,0,5,15,25,1,1,20,20,0,0,1
515,"3,8","3,8","9,7","9,7,10",1,0,4,1,3,11,11,0,0,16,26,1,1,0
516,"7,2","7,2,10","J,A","J,A",0,1,4,0,7,9,19,1,0,21,21,0,0,1
517,"7,2","7,2,10","J,10","J,10",0,1,4,0,7,9,19,1,0,20,20,0,0,1
518,"J,Q","J,Q","J,4","J,4",0,0,4,0,10,20,20,0,0,14,14,0,0,0
519,"6,Q","6,Q,J","8,J","8,J,A",1,0,4,1,6,16,26,1,1,18,19,1,0,1
520,"9,J","9,J","10,8","10,8,6",0,0,4,0,9,19,19,0,0,18,24,1,1,0
521,"Q,A","Q,A","9,3","9,3",0,0,4,0,10,21,21,0,0,12,12,0,0,0
522,"9,J","9,J","8,3","8,3,A",1,0,4,0,9,19,19,0,0,11,12,1,0,0
523,"J,K","J,K","A,9","A,9",1,0,4,1,10,20,20,0,0,20,20,0,0,0
524,"5,3","5,3,Q","9,2","9,2,K",0,0,4,1,5,8,18,1,0,11,21,1,0,1
525,"3,Q","3,Q,A,A,3","9,3","9,3",0,0,4,1,3,13,18,1,0,12,12,0,0,0
526,"10,6","10,6","Q,2","Q,2,5,5",0,0,4,0,10,16,16,0,0,12,22,1,1,0
527,"9,2","9,2,J","8,4","8,4",1,0,4,0,9,11,21,1,0,12,12,0,0,0
528,"4,8","4,8,4,4","2,6","2,6,A",1,0,4,0,4,12,20,1,0,8,19,1,0,0
529,"10,A","10,A","4,7","4,7",0,0,4,0,10,21,21,0,0,11,11,0,0,0
530,"2,Q","2,Q","J,5","J,5,K",1,0,4,0,2,12,12,0,0,15,25,1,1,0
531,"Q,A","Q,A","J,J","J,J",0,0,4,1,10,21,21,0,0,20,20,0,0,0
532,"6,J","6,J","6,A","6,A,K,6",1,0,4,0,6,16,16,0,0,17,23,1,1,0
533,"8,4","8,4,J","K,J","K,J",0,0,4,0,8,12,22,1,1,20,20,0,0,1
534,"A,5","A,5","K,7","K,7,K",1,0,4,0,1,16,16,0,0,17,27,1,1,0
535,"K,10","K,10","8,Q","8,Q",1,1,4,1,10,20,20,0,0,18,18,0,0,0
536,"K,10","K,10","8,3","8,3,10",1,1,4,1,10,20,20,0,0,11,21,1,0,1
537,"9,10","9,10","2,4","2,4,4,2",1,0,4,1,9,19,19,0,0,6,12,1,0,0
538,"J,K","J,K","J,10","J,10",0,0,4,0,10,20,20,0,0,20,20,0,0,0
539,"10,6","10,6,4","J,8","J,8",0,0,4,0,10,16,20,1,0,18,18,0,0,0
540,"9,J","9,J","A,J","A,J",0,0,4,0,9,19,19,0,0,21,21,0,0,1
541,"10,J","10,J","2,9","2,9,9",0,0,4,0,10,20,20,0,0,11,20,1,0,0
542,"A,2","A,2","9,9","9,9,9",1,0,4,1,1,13,13,0,0,18,27,1,1,0
543,"Q,K","Q,K","6,J","6,J",1,0,4,1,10,20,20,0,0,16,16,0,0,0
544,"9,10","9,10","3,Q","3,Q",1,0,4,1,9,19,19,0,0,13,13,0,0,0
545,"K,A","K,A","J,J","J,J",0,0,4,0,10,21,21,0,0,20,20,0,0,0
546,"9,9","9,9","J,3","J,3",1,0,4,0,9,18,18,0,0,13,13,0,0,0
547,"2,2","2,2,Q,10","Q,8","Q,8,3",1,0,4,1,2,4,24,1,1,18,21,1,0,1
548,"9,2","9,2,A,2,10","K,2","K,2",1,0,4,0,9,11,24,1,1,12,12,0,0,1
549,"A,9","A,9","4,2","4,2,K,10",1,0,4,0,1,20,20,0,0,6,26,1,1,0
550,"Q,J","Q,J","10,9","10,9",1,0,4,1,10,20,20,0,0,19,19,0,0,0
551,"3,3","3,3,8,5","K,9","K,9",1,0,4,0,3,6,19,1,0,19,19,0,0,0
